ICD10;AirP;AQHI;SA;CO;SC;O3;SO;PM2.5;SP;AQHIX;SX;NO2;SN;O3H8;SH;SO2;SS;LAG
D50 - D89;Female;-0.007557205;0.009079738;-0.04265877;0.07800478;-0.001313624;0.001085654;0.000615257;0.001139181;-0.009557617;0.006202023;-0.000767136;0.001080247;-0.001537422;0.000706922;-0.007960203;0.005654413;4
D50 - D89;Male;0.001339213;0.010048573;-0.04323433;0.08724193;-0.000294599;0.001200362;0.000150636;0.001261858;0.000967385;0.006859845;0.000344752;0.001198122;-0.000125636;0.000779038;0.000861502;0.006166306;4
D50 - D89;Warm All;-0.004237922;0.006584753;-0.02520837;0.07521049;-0.000187419;0.000776167;0.001025887;0.000924117;-0.008436337;0.00448275;-0.00158453;0.00098306;-0.000739379;0.000436083;-0.015044492;0.005209076;4
D50 - D89;Warm Female;-0.010269443;0.008690364;-0.06815111;0.0989225;0.000420265;0.001024384;0.000221234;0.001220736;-0.013573507;0.005917284;-0.003267584;0.001296891;-0.000830832;0.000576684;-0.015989566;0.006857407;4
D50 - D89;Warm Male;0.003480195;0.00933674;0.03155386;0.1071156;-0.00097308;0.001100535;0.00207712;0.001309372;-0.001865785;0.006355707;0.000569394;0.001394501;-0.000619559;0.000616964;-0.013749693;0.007418918;4
D50 - D89;Cold All;-0.002459359;0.007566987;-0.05628404;0.05176921;-0.001503068;0.000932234;5.99624E-05;0.000841228;-0.000882641;0.005214232;0.000299973;0.000742381;-0.001366527;0.000840069;0.001977029;0.003778;4
D50 - D89;Cold Female;-0.005061033;0.009673916;-0.03716288;0.06574876;-0.003543165;0.001191525;0.001050892;0.001072156;-0.005926538;0.006670286;0.000362964;0.000947165;-0.00410476;0.001077369;-0.003531402;0.004882267;4
D50 - D89;Cold Male;0.000720039;0.011017799;-0.0815765;0.07601767;0.001075589;0.001356847;-0.001217679;0.001229383;0.005401135;0.007584494;0.000211351;0.001083774;0.0020106;0.001215843;0.008726332;0.005426123;4
D50 - D89;Age 0-10 All;0.0188263;0.02810477;0.2071046;0.2370052;0.000718627;0.003398635;0.003379007;0.00348647;0.003486019;0.019115023;0.000949585;0.003272455;-0.000193017;0.002226373;-0.01319293;0.01695796;4
D50 - D89;Age 0-10 Female;0.02050201;0.03879292;0.3981527;0.3183992;-0.004100748;0.004753114;0.004743798;0.004777314;0.01256369;0.02656554;0.003227522;0.004504462;-0.00056251;0.003139055;0.006296904;0.023356291;4
D50 - D89;Age 0-10 Male;0.01737045;0.03644362;0.0457255;0.3138245;0.004394864;0.004366473;0.002120825;0.004547024;-0.002588175;0.024646637;-0.000823107;0.004251369;0.00026456;0.002841683;-0.02813419;0.02205011;4
D50 - D89;Age 11-60 All;-5.12317E-05;0.010176663;-0.009593193;0.088163168;-0.001523944;0.001214414;0.000710051;0.001278637;-0.000299132;0.00694323;0.000568809;0.001212684;-0.00069475;0.000787766;-0.000536995;0.006317575;4
D50 - D89;Age 11-60 Female;0.004569115;0.013144888;0.01803223;0.11289204;-0.001132979;0.00156816;0.001492262;0.001650989;-0.001795295;0.008972332;0.000691035;0.001561785;-0.001221414;0.001022425;-0.002502002;0.008251256;4
D50 - D89;Age 11-60 Male;-0.00684181;0.01566123;-0.05057164;0.13743328;-0.002106007;0.001869934;-0.00042929;0.001969355;0.001838836;0.010678509;0.000384849;0.001874409;4.87944E-05;0.001203931;0.002217142;0.009571142;4
D50 - D89;Age 60+All;-0.008766043;0.009502012;-0.09486317;0.08196526;-0.000498525;0.001135902;-0.000120165;0.001193059;-0.009542464;0.006496702;-0.001087864;0.001133473;-0.001171544;0.000739592;-0.005905933;0.005878356;4
D50 - D89;Age 60+ Female;-0.02042743;0.01245557;-0.1327502;0.1074489;-0.001262822;0.001490031;-0.000491112;0.001564113;-0.018090557;0.008513998;-0.002392858;0.001486564;-0.00187272;0.000968539;-0.013766948;0.007727113;4
D50 - D89;Age 60+ Male;0.005328194;0.013577662;-0.04908864;0.11713905;0.000422638;0.001622007;0.000339703;0.001704859;0.000756887;0.009287129;0.000477387;0.001618767;-0.000321283;0.001058462;0.003536499;0.008374134;4
D50 - D89;All: LAG 5;0.006541185;0.007034241;0.03464147;0.06010977;-0.001138786;0.000835596;0.00100906;0.000879834;0.005106916;0.004814448;0.001302711;0.000843251;-0.00013635;0.000543238;0.004472079;0.004308507;5
D50 - D89;Female;0.003999507;0.009144118;0.02290175;0.07797436;-0.001323683;0.001084737;0.001165518;0.001144278;0.003416213;0.006253566;0.000919125;0.001094432;-0.000149314;0.000706289;0.001268589;0.00562135;5
D50 - D89;Male;0.009788747;0.010086323;0.0495349;0.0864112;-0.00089731;0.00120052;0.000818189;0.001260856;0.007262596;0.006911025;0.001790265;0.00121203;-0.000116066;0.000778668;0.008507062;0.006149333;5
D50 - D89;Warm All;0.00241097;0.006540729;0.10795024;0.07426359;-0.001050377;0.000775114;0.000551914;0.000913902;0.004372666;0.00449243;0.001309236;0.000983746;0.000126151;0.00043676;0.003266951;0.005092782;5
D50 - D89;Warm Female;-0.001704813;0.008644185;0.11784424;0.09812168;-0.001344293;0.001021561;0.000139341;0.001211076;0.00335347;0.005932418;0.000790632;0.001296693;0.000195528;0.00057681;-0.006583181;0.006774816;5
D50 - D89;Warm Male;0.007737177;0.009250867;0.0977044;0.105127;-0.000679904;0.001100559;0.001097768;0.001288242;0.005726683;0.006362281;0.001992369;0.00139672;4.00353E-05;0.00061832;0.015442475;0.007143976;5
D50 - D89;Cold All;0.012992886;0.007731082;0.009357546;0.051783915;-0.001751223;0.00093178;0.001670274;0.000850127;0.006517341;0.005302254;0.001440694;0.000756064;-0.001370793;0.000834379;0.006400995;0.003797527;5
D50 - D89;Cold Female;0.012514271;0.009891987;-0.01635713;0.06606652;-0.001634956;0.001191514;0.002350378;0.001085191;0.003378954;0.006784771;0.001046173;0.000967139;-0.001643898;0.001069762;0.007097165;0.004868819;5
D50 - D89;Cold Male;0.01337376;0.0112542;0.04073053;0.07562537;-0.001883213;0.001357808;0.000791516;0.001240944;0.010325722;0.007716132;0.001916148;0.001101216;-0.001029564;0.001211428;0.005575042;0.005513757;5
D50 - D89;Age 0-10 All;0.03887945;0.02778371;0.244553;0.2322071;0.001751083;0.003340088;0.002142088;0.003455844;0.02967464;0.018977;0.004102262;0.003234749;0.002770414;0.002220804;0.02558584;0.01657297;5
D50 - D89;Age 0-10 Female;0.05039103;0.03856623;0.60469669;0.30575826;-0.00101844;0.004648981;0.00063129;0.004803129;0.04721992;0.02651009;0.008135988;0.004451445;0.002396714;0.003149024;0.007888729;0.023145661;5
D50 - D89;Age 0-10 Male;0.03023816;0.03587162;-0.07887821;0.31249404;0.00380197;0.004304955;0.003395453;0.004455838;0.01645209;0.02439198;0.000946831;0.004205208;0.002993312;0.002823516;0.0396;0.02129022;5
D50 - D89;Age 11-60 All;0.01416978;0.01017247;0.10884504;0.08768027;-0.001906396;0.001214016;0.0011898;0.001277349;0.011851386;0.006951865;0.002968139;0.001217909;-0.000237189;0.000786618;0.00937234;0.00629245;5
D50 - D89;Age 11-60 Female;0.01518839;0.01314771;0.1479076;0.1125305;-0.001806976;0.001564641;0.001476432;0.001648621;0.012269401;0.008994372;0.002930747;0.001572309;-0.000121386;0.001018914;0.003511568;0.008213436;5
D50 - D89;Age 11-60 Male;0.01273324;0.01563157;0.05101401;0.13612514;-0.002084596;0.001874065;0.00078082;0.001966359;0.01132426;0.01067028;0.003044097;0.001876283;-0.000407104;0.001204707;0.017525981;0.009531716;5
D50 - D89;Age 60+All;-0.003137773;0.009618254;-0.0477331;0.08180985;-0.000807268;0.001137121;0.000728741;0.001200111;-0.003066621;0.006592449;-0.000393059;0.001157924;-0.000337598;0.000739457;-0.001613343;0.005860671;5
D50 - D89;Age 60+ Female;-0.009798693;0.012624877;-0.141791;0.1079778;-0.000916757;0.001492254;0.000919658;0.001578271;-0.008002299;0.008627646;-0.001528633;0.001516783;-0.000355804;0.000968342;-0.001124105;0.007670441;5
D50 - D89;Age 60+ Male;0.004854396;0.013719362;0.06259998;0.1159095;-0.000684784;0.001622551;0.000511463;0.001708204;0.002909851;0.009435822;0.000983121;0.001655472;-0.000321021;0.001057723;-0.002166715;0.008388306;5
D50 - D89;All: LAG 6;0.005947889;0.006971416;0.02965727;0.06084314;-0.000684624;0.000842433;0.000604786;0.000870382;0.0053035;0.004759604;0.001103634;0.000834629;0.000129026;0.000540536;-0.002157858;0.004230995;6
D50 - D89;Female;0.011102818;0.009046609;0.07157086;0.07886939;-0.00030257;0.001092328;0.001300133;0.001127406;0.010284154;0.006178948;0.001390178;0.001083745;0.00104261;0.000701901;-0.005939736;0.005502805;6
D50 - D89;Male;-0.000513402;0.010030819;-0.0233065;0.08766104;-0.001170535;0.001213486;-0.000274961;0.001254982;-0.000942711;0.00684553;0.000749104;0.001200386;-0.001020269;0.000776718;0.002645169;0.006069455;6
D50 - D89;Warm All;-0.003716396;0.006501274;-0.0396976;0.07499235;-0.000606277;0.000782241;-0.000613616;0.000907725;0.000202106;0.004437359;6.43214E-06;0.000967;3.12849E-05;0.000435505;-0.00604381;0.004980964;6
D50 - D89;Warm Female;0.005138361;0.008562759;0.09781096;0.0986342;0.000297467;0.001029621;0.000922825;0.001194529;0.007888578;0.005848014;0.000501189;0.00127282;0.0011803;0.00057401;-0.008810032;0.006558536;6
D50 - D89;Warm Male;-0.014892446;0.009233087;-0.214884;0.10668708;-0.001752984;0.001112157;-0.002549862;0.001290389;-0.009495957;0.006295842;-0.000620887;0.001374807;-0.001417344;0.000617432;-0.002416209;0.007080383;6
D50 - D89;Cold All;0.020017252;0.007626607;0.06939302;0.05241887;-0.001217244;0.00093985;0.001777489;0.000838558;0.013504987;0.005240436;0.001949363;0.000750867;0.00040978;0.000822864;0.000806116;0.00375405;6
D50 - D89;Cold Female;0.021103423;0.009769958;0.06447848;0.06698393;-0.00162732;0.001199031;0.001850107;0.001071;0.015405621;0.006709855;0.002197512;0.000960899;0.000544566;0.00105554;-0.003073791;0.004817015;6
D50 - D89;Cold Male;0.01891897;0.01109517;0.07651013;0.07642912;-0.000698729;0.001373142;0.001703921;0.001224094;0.011318963;0.007627998;0.001659729;0.001093562;0.000265565;0.001194176;0.005699376;0.005442587;6
D50 - D89;Age 0-10 All;0.01107649;0.02754838;0.2414821;0.2303698;0.00229982;0.003348698;-0.000774681;0.003423512;-0.003377009;0.018884672;0.000784758;0.003226437;-0.001788856;0.002215659;-0.01144252;0.01673438;6
D50 - D89;Age 0-10 Female;0.03623312;0.03808564;0.55976867;0.30767011;0.001897661;0.004620394;0.001547696;0.004738177;0.003444048;0.026323503;0.003882543;0.004445371;-0.003817043;0.003118496;-0.006094276;0.022963167;6
D50 - D89;Age 0-10 Male;-0.008910948;0.035664937;-0.03861799;0.30646526;0.002744368;0.004344911;-0.002586578;0.004427466;-0.009303572;0.024289225;-0.001784458;0.004186283;-0.000340008;0.002831298;-0.01543734;0.02177947;6
D50 - D89;Age 11-60 All;0.007796171;0.010120258;0.07350172;0.08938713;-0.000468886;0.001223978;0.000162491;0.001266719;0.009644313;0.006899894;0.00152015;0.001213209;0.000747083;0.000783447;-0.000211235;0.006152607;6
D50 - D89;Age 11-60 Female;0.03099029;0.01301392;0.2590833;0.1144367;-0.00033001;0.001580161;0.002862826;0.001617627;0.024898882;0.008902761;0.003959507;0.00156273;0.001910045;0.001014097;2.28987E-05;0.007969123;6
D50 - D89;Age 11-60 Male;-0.02608599;0.0156509;-0.2022003;0.1392889;-0.000702512;0.001884967;-0.003880783;0.00197888;-0.01229721;0.010623;-0.002008236;0.001873183;-0.0009179;0.001201309;-0.000479977;0.00943027;6
D50 - D89;Age 60+All;0.0039795;0.009517658;-0.02721904;0.08263436;-0.00114671;0.001148611;0.001114088;0.001186166;0.00262143;0.00650358;0.00079623;0.001141101;-0.000193217;0.000736151;-0.002824551;0.005766762;6
D50 - D89;Age 60+ Female;-0.0084185;0.01249782;-0.1343311;0.108865;-0.000441236;0.001501873;-9.95868E-05;0.00156195;-0.001987257;0.008518392;-0.001085648;0.001497431;0.000648578;0.000962623;-0.01097065;0.00756778;6
D50 - D89;Age 60+ Male;0.01881085;0.01356622;0.09899624;0.11734223;-0.001995473;0.001646425;0.002545284;0.001685836;0.008225508;0.009300234;0.003054442;0.001627664;-0.001203578;0.001054739;0.006953805;0.008227751;6
D50 - D89;All: LAG 7;0.006449858;0.006940796;0.04574936;0.06181562;0.001211957;0.000847915;0.000171034;0.000866311;0.002270258;0.004718743;0.000274826;0.000823968;0.000263202;0.000541994;-0.001208963;0.004224927;7
D50 - D89;Female;0.01505894;0.008976313;0.03609711;0.08030284;0.002227907;0.001103309;0.001870604;0.001112101;0.005105113;0.006123867;0.000274327;0.001071353;0.000980687;0.000702878;-0.0002274;0.005461784;7
D50 - D89;Male;-0.004684541;0.010013387;0.05817495;0.08866995;-5.15719E-05;0.001213589;-0.00208756;0.001260921;-0.001341549;0.006777496;0.000268641;0.001180518;-0.000645616;0.000778927;-0.00244017;0.006097511;7
D50 - D89;Warm All;0.001946387;0.006533976;-0.02742346;0.07620565;0.001958141;0.00078565;0.000367026;0.000909793;-0.003123798;0.004411209;-0.001465381;0.000946356;0.000202965;0.000438512;-0.009601227;0.004958302;7
D50 - D89;Warm Female;0.01440657;0.00860379;0.05840618;0.10056119;0.003263602;0.00103655;0.002874068;0.001189954;0.001480487;0.005818786;-0.001058679;0.001249771;0.00085129;0.000578058;-0.00881315;0.006493483;7
D50 - D89;Warm Male;-0.01399259;0.00926857;-0.1348739;0.1077904;0.000304105;0.001112362;-0.002908598;0.001301289;-0.008973336;0.006244967;-0.001982206;0.001338123;-0.000620968;0.000621205;-0.010593139;0.007087958;7
D50 - D89;Cold All;0.011544552;0.007479513;0.08023329;0.05319679;0.000233861;0.000944751;-9.49831E-05;0.000829963;0.009273078;0.005146998;0.001274263;0.000742188;0.000524916;0.000808924;0.003396821;0.003754126;7
D50 - D89;Cold Female;0.016730317;0.009502974;0.01850519;0.06808237;0.001050697;0.001213334;0.001018707;0.001048256;0.010746265;0.006575309;0.001097674;0.000950124;0.001764802;0.001032254;0.005100652;0.004784329;7
D50 - D89;Cold Male;0.004978416;0.010962844;0.15927809;0.07718539;-0.000748625;0.001364663;-0.001555596;0.001224965;0.007480066;0.007491041;0.001497637;0.001077153;-0.001020605;0.001178014;0.001302141;0.00547647;7
D50 - D89;Age 0-10 All;0.003000271;0.027596251;0.43706055;0.23075016;-0.001383205;0.003318677;0.002556306;0.003379173;0.001124852;0.018910267;4.18398E-05;0.003215623;0.000252621;0.002199294;-0.006281647;0.016493429;7
D50 - D89;Age 0-10 Female;0.02294371;0.03760708;0.5071415;0.3169336;0.003309845;0.004629419;0.003630633;0.00454426;0.01126046;0.02613698;-3.76359E-05;0.004438704;0.002897156;0.003051433;-0.006492572;0.022478745;7
D50 - D89;Age 0-10 Male;-0.01316472;0.03614104;0.3837615;0.3008136;-0.004856493;0.004268744;0.001710805;0.004476128;-0.007025508;0.024488834;5.50408E-05;0.004171;-0.001783492;0.002838062;-0.006345802;0.021571224;7
D50 - D89;Age 11-60 All;0.009247171;0.010120188;0.04010466;0.09088553;0.001296294;0.001234041;0.0002807;0.001264149;0.0026192;0.00687746;0.000633342;0.001203197;-5.1869E-05;0.000789737;0.007775845;0.006122533;7
D50 - D89;Age 11-60 Female;0.034792729;0.012985874;0.1883842;0.115952;0.001507767;0.001597219;0.004148948;0.001603821;0.015312112;0.008858176;0.002795992;0.001548284;0.000780223;0.001018747;0.014894396;0.007858087;7
D50 - D89;Age 11-60 Male;-0.02823483;0.0156802;-0.1835711;0.1421008;0.001014625;0.001889623;-0.00564944;0.001990781;-0.01572581;0.01060148;-0.00251351;0.001857272;-0.001237329;0.001214736;-0.002643024;0.009486686;7
D50 - D89;Age 60+All;0.004552602;0.009427195;0.00693552;0.08396015;0.001414189;0.001155069;-0.000163292;0.001178108;0.002101614;0.006405875;1.14379E-05;0.001119768;0.000516922;0.000734948;-0.007967827;0.005774891;7
D50 - D89;Age 60+ Female;-0.002455143;0.012328332;-0.1394762;0.1110786;0.002784006;0.00151492;-0.000256743;0.001535301;-0.004071665;0.008399411;-0.00188307;0.001473789;0.001029213;0.000961225;-0.013027974;0.007546478;7
D50 - D89;Age 60+ Male;0.01290367;0.01348204;0.176383;0.1184155;-0.000220421;0.001646238;-7.89833E-05;0.001691972;0.009483579;0.009131642;0.002237509;0.001588334;-9.62938E-05;0.001051013;-0.001817994;0.008268698;7
D50 - D89;All: LAG 8;0.007481231;0.006972199;0.12323359;0.06192883;-0.000467418;0.000847051;0.00054863;0.000863592;0.006333209;0.004747272;0.001258546;0.000834404;0.000242006;0.00054234;0.002977799;0.004202984;8
D50 - D89;Female;0.007369808;0.009014774;0.09141241;0.08013863;0.000171764;0.001099521;0.000560452;0.001114232;0.004123916;0.006150835;0.000844795;0.001081047;0.00012449;0.000704433;0.000314372;0.005452307;8
D50 - D89;Male;0.007492016;0.010070567;0.16388735;0.08939707;-0.001283841;0.001217101;0.000521635;0.001250672;0.009064014;0.006838714;0.001776298;0.001202223;0.000379693;0.000778631;0.006359201;0.006043631;8
D50 - D89;Warm All;0.011088058;0.006617003;0.1959443;0.07676768;-4.65247E-05;0.00078628;0.001671695;0.000911232;0.006741287;0.004473461;0.001802381;0.000968935;0.00031334;0.000440428;-0.001640407;0.004953115;8
D50 - D89;Warm Female;0.015968682;0.008709211;0.22962266;0.10093254;0.000682779;0.001036508;0.002665448;0.001195264;0.006277419;0.005902721;0.00171901;0.00127813;0.00026516;0.000581656;-0.001592141;0.006517092;8
D50 - D89;Warm Male;0.004793471;0.009404296;0.1536107;0.1093177;-0.000987275;0.001114577;0.000381037;0.001300824;0.007271454;0.006336833;0.001912054;0.001373355;0.000361601;0.000622976;-0.001792524;0.007038585;8
D50 - D89;Cold All;0.002424405;0.00742172;0.09009136;0.05327178;-0.001169974;0.000942893;-0.000417368;0.000823017;0.005670229;0.005119608;0.000931829;0.000746709;-4.79833E-05;0.000798888;0.005766245;0.003718345;8
D50 - D89;Cold Female;-0.003017985;0.009412787;0.0215304;0.06781676;-0.000388032;0.001204149;-0.00117147;0.001044055;0.001673022;0.006500236;0.000318592;0.000949558;-0.000147675;0.001018057;0.001950495;0.004747235;8
D50 - D89;Cold Male;0.009329789;0.010896428;0.17760833;0.07785642;-0.002165278;0.001372246;0.000558817;0.001208002;0.010733362;0.007506797;0.001706612;0.001092714;6.62069E-05;0.001165704;0.010601506;0.005413625;8
D50 - D89;Age 0-10 All;0.009695686;0.027638548;0.44509954;0.2290993;-0.004276275;0.003297203;0.002651813;0.003390398;0.01011883;0.01894011;0.002758775;0.003220629;-0.000631087;0.002195958;0.02023954;0.01618802;8
D50 - D89;Age 0-10 Female;0.01885899;0.03768202;0.61076738;0.30823305;-0.002987918;0.00460392;0.003180472;0.004526015;0.005311593;0.0261779;0.003061531;0.004414617;-0.002324587;0.003057266;0.02299463;0.02161107;8
D50 - D89;Age 0-10 Male;0.001971033;0.036190386;0.2955162;0.3037214;-0.005236794;0.004236999;0.002222653;0.004519103;0.0136301;0.02453657;0.002456155;0.004197014;0.000659367;0.002829765;0.01778481;0.02156667;8
D50 - D89;Age 11-60 All;0.005992236;0.01020933;0.11677502;0.09121289;-0.000607918;0.001229643;-0.000266245;0.00127401;0.00469934;0.00693236;0.001509305;0.001218222;-0.000419118;0.00078995;-0.001035671;0.006118183;8
D50 - D89;Age 11-60 Female;0.01434925;0.01313421;0.159359;0.1164772;-0.000274054;0.001592315;0.000784081;0.001637373;0.0094725;0.008921944;0.002146078;0.001567218;5.979E-05;0.001022153;0.000242926;0.00791105;8
D50 - D89;Age 11-60 Male;-0.006234069;0.01579837;0.05131748;0.14274716;-0.00107823;0.001884811;-0.001794013;0.001974341;-0.002300455;0.010721005;0.000568323;0.00188549;-0.001097976;0.001212238;-0.002794592;0.009397149;8
D50 - D89;Age 60+All;0.008542739;0.009442844;0.09219958;0.08413862;4.77733E-05;0.001157236;0.000978131;0.00116368;0.007368495;0.006440149;0.000911083;0.001136001;0.000868615;0.000735904;0.004396606;0.005736402;8
D50 - D89;Age 60+ Female;0.000512563;0.012324814;-0.01939647;0.11062006;0.000837334;0.001510501;0.000152874;0.001515919;-0.000577138;0.008428594;-0.000485428;0.001486972;0.000375576;0.000963457;-0.001762558;0.00751521;8
D50 - D89;Age 60+ Male;0.01821953;0.01355155;0.2239486;0.1197037;-0.00090593;0.001660273;0.001972605;0.001674067;0.01688603;0.009211618;0.002581591;0.001624455;0.001459145;0.00105225;0.011841365;0.008194773;8
D50 - D89;All: LAG 9;-0.002409408;0.007021301;0.0832271;0.06178724;-0.000900341;0.000844266;0.000520821;0.000865252;-0.00109141;0.004784686;-0.000137322;0.000840106;-0.00012;0.000545037;-0.001491418;0.004166745;9
